long_name,original_FIP
"KS, Phillips County",G2001470
"KS, Pottawatomie County",G2001490
"KS, Pratt County",G2001510
"KS, Rawlins County",G2001530
"KS, Reno County",G2001550
"KS, Republic County",G2001570
"KS, Rice County",G2001590
"KS, Riley County",G2001610
"KS, Rooks County",G2001630
"KS, Rush County",G2001650
"KS, Russell County",G2001670
"KS, Saline County",G2001690
"KS, Scott County",G2001710
"KS, Sedgwick County",G2001730
"KS, Seward County",G2001750
"KS, Shawnee County",G2001770
"KS, Sheridan County",G2001790
"KS, Sherman County",G2001810
"KS, Smith County",G2001830
"KS, Stafford County",G2001850
"KS, Stanton County",G2001870
"KS, Stevens County",G2001890
"KS, Sumner County",G2001910
"KS, Thomas County",G2001930
"KS, Trego County",G2001950
"KS, Wabaunsee County",G2001970
"KS, Wallace County",G2001990
"KS, Washington County",G2002010
"KS, Wichita County",G2002030
"KS, Wilson County",G2002050
"KS, Woodson County",G2002070
"KS, Wyandotte County",G2002090
"KY, Adair County",G2100010
"KY, Allen County",G2100030
"KY, Anderson County",G2100050
"KY, Ballard County",G2100070
"KY, Barren County",G2100090
"KY, Bath County",G2100110
"KY, Bell County",G2100130
"KY, Boone County",G2100150
"KY, Bourbon County",G2100170
"KY, Boyd County",G2100190
"KY, Boyle County",G2100210
"KY, Bracken County",G2100230
"KY, Breathitt County",G2100250
"KY, Breckinridge County",G2100270
"KY, Bullitt County",G2100290
"KY, Butler County",G2100310
"KY, Caldwell County",G2100330
"KY, Calloway County",G2100350
"KY, Campbell County",G2100370
"KY, Carlisle County",G2100390
"KY, Carroll County",G2100410
"KY, Carter County",G2100430
"KY, Casey County",G2100450
"KY, Christian County",G2100470
"KY, Clark County",G2100490
"KY, Clay County",G2100510
"KY, Clinton County",G2100530
"KY, Crittenden County",G2100550
"KY, Cumberland County",G2100570
"KY, Daviess County",G2100590
"KY, Edmonson County",G2100610
"KY, Elliott County",G2100630
"KY, Estill County",G2100650
"KY, Fayette County",G2100670
"KY, Fleming County",G2100690
"KY, Floyd County",G2100710
"KY, Franklin County",G2100730
"KY, Fulton County",G2100750
"KY, Gallatin County",G2100770
"KY, Garrard County",G2100790
"KY, Grant County",G2100810
"KY, Graves County",G2100830
"KY, Grayson County",G2100850
"KY, Green County",G2100870
"KY, Greenup County",G2100890
"KY, Hancock County",G2100910
"KY, Hardin County",G2100930
"KY, Harlan County",G2100950
"KY, Harrison County",G2100970
"KY, Hart County",G2100990
"KY, Henderson County",G2101010
"KY, Henry County",G2101030
"KY, Hickman County",G2101050
"KY, Hopkins County",G2101070
"KY, Jackson County",G2101090
"KY, Jefferson County",G2101110
"KY, Jessamine County",G2101130
"KY, Johnson County",G2101150
"KY, Kenton County",G2101170
"KY, Knott County",G2101190
"KY, Knox County",G2101210
"KY, Larue County",G2101230
"KY, Laurel County",G2101250
"KY, Lawrence County",G2101270
"KY, Lee County",G2101290
"KY, Leslie County",G2101310
"KY, Letcher County",G2101330
"KY, Lewis County",G2101350
"KY, Lincoln County",G2101370
"KY, Livingston County",G2101390
"KY, Logan County",G2101410
"KY, Lyon County",G2101430
"KY, McCracken County",G2101450
"KY, McCreary County",G2101470
"KY, McLean County",G2101490
"KY, Madison County",G2101510
"KY, Magoffin County",G2101530
"KY, Marion County",G2101550
"KY, Marshall County",G2101570
"KY, Martin County",G2101590
"KY, Mason County",G2101610
"KY, Meade County",G2101630
"KY, Menifee County",G2101650
"KY, Mercer County",G2101670
"KY, Metcalfe County",G2101690
"KY, Monroe County",G2101710
"KY, Montgomery County",G2101730
"KY, Morgan County",G2101750
"KY, Muhlenberg County",G2101770
"KY, Nelson County",G2101790
"KY, Nicholas County",G2101810
"KY, Ohio County",G2101830
"KY, Oldham County",G2101850
"KY, Owen County",G2101870
"KY, Owsley County",G2101890
"KY, Pendleton County",G2101910
"KY, Perry County",G2101930
"KY, Pike County",G2101950
"KY, Powell County",G2101970
"KY, Pulaski County",G2101990
"KY, Robertson County",G2102010
"KY, Rockcastle County",G2102030
"KY, Rowan County",G2102050
"KY, Russell County",G2102070
"KY, Scott County",G2102090
"KY, Shelby County",G2102110
"KY, Simpson County",G2102130
"KY, Spencer County",G2102150
"KY, Taylor County",G2102170
"KY, Todd County",G2102190
"KY, Trigg County",G2102210
"KY, Trimble County",G2102230
"KY, Union County",G2102250
"KY, Warren County",G2102270
"KY, Washington County",G2102290
"KY, Wayne County",G2102310
"KY, Webster County",G2102330
"KY, Whitley County",G2102350
"KY, Wolfe County",G2102370
"KY, Woodford County",G2102390
"LA, Acadia Parish",G2200010
"LA, Allen Parish",G2200030
"LA, Ascension Parish",G2200050
"LA, Assumption Parish",G2200070
"LA, Avoyelles Parish",G2200090
"LA, Beauregard Parish",G2200110
"LA, Bienville Parish",G2200130
"LA, Bossier Parish",G2200150
"LA, Caddo Parish",G2200170
"LA, Calcasieu Parish",G2200190
"LA, Caldwell Parish",G2200210
"LA, Cameron Parish",G2200230
"LA, Catahoula Parish",G2200250
"LA, Claiborne Parish",G2200270
"LA, Concordia Parish",G2200290
"LA, De Soto Parish",G2200310
"LA, East Baton Rouge Parish",G2200330
"LA, East Carroll Parish",G2200350
"LA, East Feliciana Parish",G2200370
"LA, Evangeline Parish",G2200390
"LA, Franklin Parish",G2200410
"LA, Grant Parish",G2200430
"LA, Iberia Parish",G2200450
"LA, Iberville Parish",G2200470
"LA, Jackson Parish",G2200490
"LA, Jefferson Parish",G2200510
"LA, Jefferson Davis Parish",G2200530
"LA, Lafayette Parish",G2200550
"LA, Lafourche Parish",G2200570
"LA, La Salle Parish",G2200590
"LA, Lincoln Parish",G2200610
"LA, Livingston Parish",G2200630
"LA, Madison Parish",G2200650
"LA, Morehouse Parish",G2200670
"LA, Natchitoches Parish",G2200690
"LA, Orleans Parish",G2200710
"LA, Ouachita Parish",G2200730
"LA, Plaquemines Parish",G2200750
"LA, Pointe Coupee Parish",G2200770
"LA, Rapides Parish",G2200790
"LA, Red River Parish",G2200810
"LA, Richland Parish",G2200830
"LA, Sabine Parish",G2200850
"LA, St. Bernard Parish",G2200870
"LA, St. Charles Parish",G2200890
"LA, St. Helena Parish",G2200910
"LA, St. James Parish",G2200930
"LA, St. John the Baptist Parish",G2200950
"LA, St. Landry Parish",G2200970
"LA, St. Martin Parish",G2200990
"LA, St. Mary Parish",G2201010
"LA, St. Tammany Parish",G2201030
"LA, Tangipahoa Parish",G2201050
"LA, Tensas Parish",G2201070
"LA, Terrebonne Parish",G2201090
"LA, Union Parish",G2201110
"LA, Vermilion Parish",G2201130
"LA, Vernon Parish",G2201150
"LA, Washington Parish",G2201170
"LA, Webster Parish",G2201190
"LA, West Baton Rouge Parish",G2201210
"LA, West Carroll Parish",G2201230
"LA, West Feliciana Parish",G2201250
"LA, Winn Parish",G2201270
"ME, Androscoggin County",G2300010
"ME, Aroostook County",G2300030
"ME, Cumberland County",G2300050
"ME, Franklin County",G2300070
"ME, Hancock County",G2300090
"ME, Kennebec County",G2300110
"ME, Knox County",G2300130
"ME, Lincoln County",G2300150
"ME, Oxford County",G2300170
"ME, Penobscot County",G2300190
"ME, Piscataquis County",G2300210
"ME, Sagadahoc County",G2300230
"ME, Somerset County",G2300250
"ME, Waldo County",G2300270
"ME, Washington County",G2300290
"ME, York County",G2300310
"MD, Allegany County",G2400010
"MD, Anne Arundel County",G2400030
"MD, Baltimore County",G2400050
"MD, Calvert County",G2400090
"MD, Caroline County",G2400110
"MD, Carroll County",G2400130
"MD, Cecil County",G2400150
"MD, Charles County",G2400170
"MD, Dorchester County",G2400190
"MD, Frederick County",G2400210
"MD, Garrett County",G2400230
"MD, Harford County",G2400250
"MD, Howard County",G2400270
"MD, Kent County",G2400290
"MD, Montgomery County",G2400310
"MD, Prince George's County",G2400330
"MD, Queen Anne's County",G2400350
"MD, St. Mary's County",G2400370
"MD, Somerset County",G2400390
"MD, Talbot County",G2400410
"MD, Washington County",G2400430
"MD, Wicomico County",G2400450
"MD, Worcester County",G2400470
"MD, Baltimore city",G2405100
"MA, Barnstable County",G2500010
"MA, Berkshire County",G2500030
"MA, Bristol County",G2500050
"MA, Dukes County",G2500070
"MA, Essex County",G2500090
"MA, Franklin County",G2500110
"MA, Hampden County",G2500130
"MA, Hampshire County",G2500150
"MA, Middlesex County",G2500170
"MA, Nantucket County",G2500190
"MA, Norfolk County",G2500210
"MA, Plymouth County",G2500230
"MA, Suffolk County",G2500250
"MA, Worcester County",G2500270
"MI, Alcona County",G2600010
"MI, Alger County",G2600030
"MI, Allegan County",G2600050
"MI, Alpena County",G2600070
"MI, Antrim County",G2600090
"MI, Arenac County",G2600110
"MI, Baraga County",G2600130
"MI, Barry County",G2600150
"MI, Bay County",G2600170
"MI, Benzie County",G2600190
"MI, Berrien County",G2600210
"MI, Branch County",G2600230
"MI, Calhoun County",G2600250
"MI, Cass County",G2600270
"MI, Charlevoix County",G2600290
"MI, Cheboygan County",G2600310
"MI, Chippewa County",G2600330
"MI, Clare County",G2600350
"MI, Clinton County",G2600370
"MI, Crawford County",G2600390
"MI, Delta County",G2600410
"MI, Dickinson County",G2600430
"MI, Eaton County",G2600450
"MI, Emmet County",G2600470
"MI, Genesee County",G2600490
"MI, Gladwin County",G2600510
"MI, Gogebic County",G2600530
"MI, Grand Traverse County",G2600550
"MI, Gratiot County",G2600570
"MI, Hillsdale County",G2600590
"MI, Houghton County",G2600610
"MI, Huron County",G2600630
"MI, Ingham County",G2600650
"MI, Ionia County",G2600670
"MI, Iosco County",G2600690
"MI, Iron County",G2600710
"MI, Isabella County",G2600730
"MI, Jackson County",G2600750
"MI, Kalamazoo County",G2600770
"MI, Kalkaska County",G2600790
"MI, Kent County",G2600810
"MI, Keweenaw County",G2600830
"MI, Lake County",G2600850
"MI, Lapeer County",G2600870
"MI, Leelanau County",G2600890
"MI, Lenawee County",G2600910
"MI, Livingston County",G2600930
"MI, Luce County",G2600950
"MI, Mackinac County",G2600970
"MI, Macomb County",G2600990
"MI, Manistee County",G2601010
"MI, Marquette County",G2601030
"MI, Mason County",G2601050
"MI, Mecosta County",G2601070
"MI, Menominee County",G2601090
"MI, Midland County",G2601110
"MI, Missaukee County",G2601130
"MI, Monroe County",G2601150
"MI, Montcalm County",G2601170
"MI, Montmorency County",G2601190
"MI, Muskegon County",G2601210
"MI, Newaygo County",G2601230
"MI, Oakland County",G2601250
"MI, Oceana County",G2601270
"MI, Ogemaw County",G2601290
"MI, Ontonagon County",G2601310
"MI, Osceola County",G2601330
"MI, Oscoda County",G2601350
"MI, Otsego County",G2601370
"MI, Ottawa County",G2601390
"MI, Presque Isle County",G2601410
"MI, Roscommon County",G2601430
"MI, Saginaw County",G2601450
"MI, St. Clair County",G2601470
"MI, St. Joseph County",G2601490
"MI, Sanilac County",G2601510
"MI, Schoolcraft County",G2601530
"MI, Shiawassee County",G2601550
"MI, Tuscola County",G2601570
"MI, Van Buren County",G2601590
"MI, Washtenaw County",G2601610
"MI, Wayne County",G2601630
"MI, Wexford County",G2601650
"MN, Aitkin County",G2700010
"MN, Anoka County",G2700030
"MN, Becker County",G2700050
"MN, Beltrami County",G2700070
"MN, Benton County",G2700090
"MN, Big Stone County",G2700110
"MN, Blue Earth County",G2700130
"MN, Brown County",G2700150
"MN, Carlton County",G2700170
"MN, Carver County",G2700190
"MN, Cass County",G2700210
"MN, Chippewa County",G2700230
"MN, Chisago County",G2700250
"MN, Clay County",G2700270
"MN, Clearwater County",G2700290
"MN, Cook County",G2700310
"MN, Cottonwood County",G2700330
"MN, Crow Wing County",G2700350
"MN, Dakota County",G2700370
"MN, Dodge County",G2700390
"MN, Douglas County",G2700410
"MN, Faribault County",G2700430
"MN, Fillmore County",G2700450
"MN, Freeborn County",G2700470
"MN, Goodhue County",G2700490
"MN, Grant County",G2700510
"MN, Hennepin County",G2700530
"MN, Houston County",G2700550
"MN, Hubbard County",G2700570
"MN, Isanti County",G2700590
"MN, Itasca County",G2700610
"MN, Jackson County",G2700630
"MN, Kanabec County",G2700650
"MN, Kandiyohi County",G2700670
"MN, Kittson County",G2700690
"MN, Koochiching County",G2700710
"MN, Lac qui Parle County",G2700730
"MN, Lake County",G2700750
"MN, Lake of the Woods County",G2700770
"MN, Le Sueur County",G2700790
"MN, Lincoln County",G2700810
"MN, Lyon County",G2700830
"MN, McLeod County",G2700850
"MN, Mahnomen County",G2700870
"MN, Marshall County",G2700890
"MN, Martin County",G2700910
"MN, Meeker County",G2700930
"MN, Mille Lacs County",G2700950
"MN, Morrison County",G2700970
"MN, Mower County",G2700990
"MN, Murray County",G2701010
"MN, Nicollet County",G2701030
"MN, Nobles County",G2701050
"MN, Norman County",G2701070
"MN, Olmsted County",G2701090
"MN, Otter Tail County",G2701110
"MN, Pennington County",G2701130
"MN, Pine County",G2701150
"MN, Pipestone County",G2701170
"MN, Polk County",G2701190
"MN, Pope County",G2701210
"MN, Ramsey County",G2701230
"MN, Red Lake County",G2701250
"MN, Redwood County",G2701270
"MN, Renville County",G2701290
"MN, Rice County",G2701310
"MN, Rock County",G2701330
"MN, Roseau County",G2701350
"MN, St. Louis County",G2701370
"MN, Scott County",G2701390
"MN, Sherburne County",G2701410
"MN, Sibley County",G2701430
"MN, Stearns County",G2701450
"MN, Steele County",G2701470
"MN, Stevens County",G2701490
"MN, Swift County",G2701510
"MN, Todd County",G2701530
"MN, Traverse County",G2701550
"MN, Wabasha County",G2701570
"MN, Wadena County",G2701590
"MN, Waseca County",G2701610
"MN, Washington County",G2701630
"MN, Watonwan County",G2701650
"MN, Wilkin County",G2701670
"MN, Winona County",G2701690
"MN, Wright County",G2701710
"MN, Yellow Medicine County",G2701730
"MS, Adams County",G2800010
"MS, Alcorn County",G2800030
"MS, Amite County",G2800050
"MS, Attala County",G2800070
"MS, Benton County",G2800090
"MS, Bolivar County",G2800110
"MS, Calhoun County",G2800130
"MS, Carroll County",G2800150
"MS, Chickasaw County",G2800170
"MS, Choctaw County",G2800190
"MS, Claiborne County",G2800210
"MS, Clarke County",G2800230
"MS, Clay County",G2800250
"MS, Coahoma County",G2800270
"MS, Copiah County",G2800290
"MS, Covington County",G2800310
"MS, DeSoto County",G2800330
"MS, Forrest County",G2800350
"MS, Franklin County",G2800370
"MS, George County",G2800390
"MS, Greene County",G2800410
"MS, Grenada County",G2800430
"MS, Hancock County",G2800450
"MS, Harrison County",G2800470
"MS, Hinds County",G2800490
"MS, Holmes County",G2800510
"MS, Humphreys County",G2800530
"MS, Issaquena County",G2800550
"MS, Itawamba County",G2800570
"MS, Jackson County",G2800590
"MS, Jasper County",G2800610
"MS, Jefferson County",G2800630
"MS, Jefferson Davis County",G2800650
"MS, Jones County",G2800670
"MS, Kemper County",G2800690
"MS, Lafayette County",G2800710
"MS, Lamar County",G2800730
"MS, Lauderdale County",G2800750
"MS, Lawrence County",G2800770
"MS, Leake County",G2800790
"MS, Lee County",G2800810
"MS, Leflore County",G2800830
"MS, Lincoln County",G2800850
"MS, Lowndes County",G2800870
"MS, Madison County",G2800890
"MS, Marion County",G2800910
"MS, Marshall County",G2800930
"MS, Monroe County",G2800950
"MS, Montgomery County",G2800970
"MS, Neshoba County",G2800990
"MS, Newton County",G2801010
"MS, Noxubee County",G2801030
"MS, Oktibbeha County",G2801050
"MS, Panola County",G2801070
"MS, Pearl River County",G2801090
"MS, Perry County",G2801110
"MS, Pike County",G2801130
"MS, Pontotoc County",G2801150
"MS, Prentiss County",G2801170
"MS, Quitman County",G2801190
"MS, Rankin County",G2801210
"MS, Scott County",G2801230
"MS, Sharkey County",G2801250
"MS, Simpson County",G2801270
"MS, Smith County",G2801290
"MS, Stone County",G2801310
"MS, Sunflower County",G2801330
"MS, Tallahatchie County",G2801350
"MS, Tate County",G2801370
"MS, Tippah County",G2801390
"MS, Tishomingo County",G2801410
"MS, Tunica County",G2801430
"MS, Union County",G2801450
"MS, Walthall County",G2801470
"MS, Warren County",G2801490
"MS, Washington County",G2801510
"MS, Wayne County",G2801530
"MS, Webster County",G2801550
"MS, Wilkinson County",G2801570
"MS, Winston County",G2801590
"MS, Yalobusha County",G2801610
"MS, Yazoo County",G2801630
"MO, Adair County",G2900010
"MO, Andrew County",G2900030
"MO, Atchison County",G2900050
"MO, Audrain County",G2900070
"MO, Barry County",G2900090
"MO, Barton County",G2900110
"MO, Bates County",G2900130
"MO, Benton County",G2900150
"MO, Bollinger County",G2900170
"MO, Boone County",G2900190
"MO, Buchanan County",G2900210
"MO, Butler County",G2900230
"MO, Caldwell County",G2900250
"MO, Callaway County",G2900270
"MO, Camden County",G2900290
"MO, Cape Girardeau County",G2900310
"MO, Carroll County",G2900330
"MO, Carter County",G2900350
"MO, Cass County",G2900370
"MO, Cedar County",G2900390
"MO, Chariton County",G2900410
"MO, Christian County",G2900430
"MO, Clark County",G2900450
"MO, Clay County",G2900470
"MO, Clinton County",G2900490
"MO, Cole County",G2900510
"MO, Cooper County",G2900530
"MO, Crawford County",G2900550
"MO, Dade County",G2900570
"MO, Dallas County",G2900590
"MO, Daviess County",G2900610
"MO, DeKalb County",G2900630
"MO, Dent County",G2900650
"MO, Douglas County",G2900670
"MO, Dunklin County",G2900690
"MO, Franklin County",G2900710
"MO, Gasconade County",G2900730
"MO, Gentry County",G2900750
"MO, Greene County",G2900770
"MO, Grundy County",G2900790
"MO, Harrison County",G2900810
"MO, Henry County",G2900830
"MO, Hickory County",G2900850
"MO, Holt County",G2900870
"MO, Howard County",G2900890
"MO, Howell County",G2900910
"MO, Iron County",G2900930
"MO, Jackson County",G2900950
"MO, Jasper County",G2900970
"MO, Jefferson County",G2900990
"MO, Johnson County",G2901010
"MO, Knox County",G2901030
"MO, Laclede County",G2901050
"MO, Lafayette County",G2901070
"MO, Lawrence County",G2901090
"MO, Lewis County",G2901110
"MO, Lincoln County",G2901130
"MO, Linn County",G2901150
"MO, Livingston County",G2901170
"MO, McDonald County",G2901190
"MO, Macon County",G2901210
"MO, Madison County",G2901230
"MO, Maries County",G2901250
"MO, Marion County",G2901270
"MO, Mercer County",G2901290
"MO, Miller County",G2901310
"MO, Mississippi County",G2901330
"MO, Moniteau County",G2901350
"MO, Monroe County",G2901370
"MO, Montgomery County",G2901390
"MO, Morgan County",G2901410
"MO, New Madrid County",G2901430
"MO, Newton County",G2901450
"MO, Nodaway County",G2901470
"MO, Oregon County",G2901490
"MO, Osage County",G2901510
"MO, Ozark County",G2901530
"MO, Pemiscot County",G2901550
"MO, Perry County",G2901570
"MO, Pettis County",G2901590
"MO, Phelps County",G2901610
"MO, Pike County",G2901630
"MO, Platte County",G2901650
"MO, Polk County",G2901670
"MO, Pulaski County",G2901690
"MO, Putnam County",G2901710
"MO, Ralls County",G2901730
"MO, Randolph County",G2901750
"MO, Ray County",G2901770
"MO, Reynolds County",G2901790
"MO, Ripley County",G2901810
"MO, St. Charles County",G2901830
"MO, St. Clair County",G2901850
"MO, Ste. Genevieve County",G2901860
"MO, St. Francois County",G2901870
"MO, St. Louis County",G2901890
"MO, Saline County",G2901950
"MO, Schuyler County",G2901970
"MO, Scotland County",G2901990
"MO, Scott County",G2902010
"MO, Shannon County",G2902030
"MO, Shelby County",G2902050
"MO, Stoddard County",G2902070
"MO, Stone County",G2902090
"MO, Sullivan County",G2902110
"MO, Taney County",G2902130
"MO, Texas County",G2902150
"MO, Vernon County",G2902170
"MO, Warren County",G2902190
"MO, Washington County",G2902210
"MO, Wayne County",G2902230
"MO, Webster County",G2902250
"MO, Worth County",G2902270
"MO, Wright County",G2902290
"MO, St. Louis city",G2905100
"MT, Beaverhead County",G3000010
"MT, Big Horn County",G3000030
"MT, Blaine County",G3000050
"MT, Broadwater County",G3000070
"MT, Carbon County",G3000090
"MT, Carter County",G3000110
"MT, Cascade County",G3000130
"MT, Chouteau County",G3000150
"MT, Custer County",G3000170
"MT, Daniels County",G3000190
"MT, Dawson County",G3000210
"MT, Deer Lodge County",G3000230
"MT, Fallon County",G3000250
"MT, Fergus County",G3000270
"MT, Flathead County",G3000290
"MT, Gallatin County",G3000310
"MT, Garfield County",G3000330
"MT, Glacier County",G3000350
"MT, Golden Valley County",G3000370
"MT, Granite County",G3000390
"MT, Hill County",G3000410
"MT, Jefferson County",G3000430
"MT, Judith Basin County",G3000450
"MT, Lake County",G3000470
"MT, Lewis and Clark County",G3000490
"MT, Liberty County",G3000510
"MT, Lincoln County",G3000530
"MT, McCone County",G3000550
"MT, Madison County",G3000570
"MT, Meagher County",G3000590
"MT, Mineral County",G3000610
"MT, Missoula County",G3000630
"MT, Musselshell County",G3000650
"MT, Park County",G3000670
"MT, Petroleum County",G3000690
"MT, Phillips County",G3000710
"MT, Pondera County",G3000730
"MT, Powder River County",G3000750
"MT, Powell County",G3000770
"MT, Prairie County",G3000790
"MT, Ravalli County",G3000810
"MT, Richland County",G3000830
"MT, Roosevelt County",G3000850
"MT, Rosebud County",G3000870
"MT, Sanders County",G3000890
"MT, Sheridan County",G3000910
"MT, Silver Bow County",G3000930
"MT, Stillwater County",G3000950
"MT, Sweet Grass County",G3000970
"MT, Teton County",G3000990
"MT, Toole County",G3001010
"MT, Treasure County",G3001030
"MT, Valley County",G3001050
"MT, Wheatland County",G3001070
"MT, Wibaux County",G3001090
"MT, Yellowstone County",G3001110
"NE, Adams County",G3100010
"NE, Antelope County",G3100030
"NE, Arthur County",G3100050
"NE, Banner County",G3100070
"NE, Blaine County",G3100090
"NE, Boone County",G3100110
"NE, Box Butte County",G3100130
"NE, Boyd County",G3100150
"NE, Brown County",G3100170
"NE, Buffalo County",G3100190
"NE, Burt County",G3100210
"NE, Butler County",G3100230
"NE, Cass County",G3100250
"NE, Cedar County",G3100270
"NE, Chase County",G3100290
"NE, Cherry County",G3100310
"NE, Cheyenne County",G3100330
"NE, Clay County",G3100350
"NE, Colfax County",G3100370
"NE, Cuming County",G3100390
"NE, Custer County",G3100410
"NE, Dakota County",G3100430
"NE, Dawes County",G3100450
"NE, Dawson County",G3100470
"NE, Deuel County",G3100490
"NE, Dixon County",G3100510
"NE, Dodge County",G3100530
"NE, Douglas County",G3100550
"NE, Dundy County",G3100570
"NE, Fillmore County",G3100590
"NE, Franklin County",G3100610
"NE, Frontier County",G3100630
"NE, Furnas County",G3100650
"NE, Gage County",G3100670
"NE, Garden County",G3100690
"NE, Garfield County",G3100710
"NE, Gosper County",G3100730
"NE, Grant County",G3100750
"NE, Greeley County",G3100770
"NE, Hall County",G3100790
"NE, Hamilton County",G3100810
"NE, Harlan County",G3100830
"NE, Hayes County",G3100850
"NE, Hitchcock County",G3100870
"NE, Holt County",G3100890
"NE, Hooker County",G3100910
"NE, Howard County",G3100930
"NE, Jefferson County",G3100950
"NE, Johnson County",G3100970
"NE, Kearney County",G3100990
"NE, Keith County",G3101010
"NE, Keya Paha County",G3101030
"NE, Kimball County",G3101050
"NE, Knox County",G3101070
"NE, Lancaster County",G3101090
"NE, Lincoln County",G3101110
"NE, Logan County",G3101130
"NE, Loup County",G3101150
"NE, McPherson County",G3101170
"NE, Madison County",G3101190
"NE, Merrick County",G3101210
"NE, Morrill County",G3101230
"NE, Nance County",G3101250
"NE, Nemaha County",G3101270
"NE, Nuckolls County",G3101290
"NE, Otoe County",G3101310
"NE, Pawnee County",G3101330
"NE, Perkins County",G3101350
"NE, Phelps County",G3101370
"NE, Pierce County",G3101390
"NE, Platte County",G3101410
"NE, Polk County",G3101430
"NE, Red Willow County",G3101450
"NE, Richardson County",G3101470
"NE, Rock County",G3101490
"NE, Saline County",G3101510
"NE, Sarpy County",G3101530
"NE, Saunders County",G3101550
"NE, Scotts Bluff County",G3101570
"NE, Seward County",G3101590
"NE, Sheridan County",G3101610
"NE, Sherman County",G3101630
"NE, Sioux County",G3101650
"NE, Stanton County",G3101670
"NE, Thayer County",G3101690
"NE, Thomas County",G3101710
"NE, Thurston County",G3101730
"NE, Valley County",G3101750
"NE, Washington County",G3101770
"NE, Wayne County",G3101790
"NE, Webster County",G3101810
"NE, Wheeler County",G3101830
"NE, York County",G3101850
"NV, Churchill County",G3200010
"NV, Clark County",G3200030
"NV, Douglas County",G3200050
"NV, Elko County",G3200070
"NV, Esmeralda County",G3200090
"NV, Eureka County",G3200110
"NV, Humboldt County",G3200130
"NV, Lander County",G3200150
"NV, Lincoln County",G3200170
"NV, Lyon County",G3200190
"NV, Mineral County",G3200210
"NV, Nye County",G3200230
"NV, Pershing County",G3200270
"NV, Storey County",G3200290
"NV, Washoe County",G3200310
"NV, White Pine County",G3200330
"NV, Carson City",G3205100
"NH, Belknap County",G3300010
"NH, Carroll County",G3300030
"NH, Cheshire County",G3300050
"NH, Coos County",G3300070
"NH, Grafton County",G3300090
"NH, Hillsborough County",G3300110
"NH, Merrimack County",G3300130
"NH, Rockingham County",G3300150
"NH, Strafford County",G3300170
"NH, Sullivan County",G3300190
"NJ, Atlantic County",G3400010
"NJ, Bergen County",G3400030
"NJ, Burlington County",G3400050
"NJ, Camden County",G3400070
"NJ, Cape May County",G3400090
"NJ, Cumberland County",G3400110
"NJ, Essex County",G3400130
"NJ, Gloucester County",G3400150
"NJ, Hudson County",G3400170
"NJ, Hunterdon County",G3400190
"NJ, Mercer County",G3400210
"NJ, Middlesex County",G3400230
"NJ, Monmouth County",G3400250
"NJ, Morris County",G3400270
"NJ, Ocean County",G3400290
"NJ, Passaic County",G3400310
"NJ, Salem County",G3400330
"NJ, Somerset County",G3400350
"NJ, Sussex County",G3400370
"NJ, Union County",G3400390
"NJ, Warren County",G3400410
"NM, Bernalillo County",G3500010
"NM, Catron County",G3500030
"NM, Chaves County",G3500050
"NM, Cibola County",G3500060
"NM, Colfax County",G3500070
"NM, Curry County",G3500090
"NM, De Baca County",G3500110
"NM, Dona Ana County",G3500130
"NM, Eddy County",G3500150
"NM, Grant County",G3500170
"NM, Guadalupe County",G3500190
"NM, Harding County",G3500210
"NM, Hidalgo County",G3500230
"NM, Lea County",G3500250
"NM, Lincoln County",G3500270
"NM, Los Alamos County",G3500280
"NM, Luna County",G3500290
"NM, McKinley County",G3500310
"NM, Mora County",G3500330
"NM, Otero County",G3500350
"NM, Quay County",G3500370
"NM, Rio Arriba County",G3500390
"NM, Roosevelt County",G3500410
"NM, Sandoval County",G3500430
"NM, San Juan County",G3500450
"NM, San Miguel County",G3500470
"NM, Santa Fe County",G3500490
"NM, Sierra County",G3500510
"NM, Socorro County",G3500530
"NM, Taos County",G3500550
"NM, Torrance County",G3500570
"NM, Union County",G3500590
"NM, Valencia County",G3500610
"NY, Albany County",G3600010
"NY, Allegany County",G3600030
"NY, Bronx County",G3600050
"NY, Broome County",G3600070
"NY, Cattaraugus County",G3600090
"NY, Cayuga County",G3600110
"NY, Chautauqua County",G3600130
"NY, Chemung County",G3600150
"NY, Chenango County",G3600170
"NY, Clinton County",G3600190
"NY, Columbia County",G3600210
"NY, Cortland County",G3600230
"NY, Delaware County",G3600250
"NY, Dutchess County",G3600270
"NY, Erie County",G3600290
"NY, Essex County",G3600310
"NY, Franklin County",G3600330
"NY, Fulton County",G3600350
"NY, Genesee County",G3600370
"NY, Greene County",G3600390
"NY, Hamilton County",G3600410
"NY, Herkimer County",G3600430
"NY, Jefferson County",G3600450
"NY, Kings County",G3600470
"NY, Lewis County",G3600490
"NY, Livingston County",G3600510
"NY, Madison County",G3600530
"NY, Monroe County",G3600550
"NY, Montgomery County",G3600570
"NY, Nassau County",G3600590
"NY, New York County",G3600610
"NY, Niagara County",G3600630
"NY, Oneida County",G3600650
"NY, Onondaga County",G3600670
"NY, Ontario County",G3600690
"NY, Orange County",G3600710
"NY, Orleans County",G3600730
"NY, Oswego County",G3600750
"NY, Otsego County",G3600770
"NY, Putnam County",G3600790
"NY, Queens County",G3600810
"NY, Rensselaer County",G3600830
"NY, Richmond County",G3600850
"NY, Rockland County",G3600870
